,Palavra,Categoria gramatical,Fonética
19978,des·mu·rar,verbo,dez.mu.ɾˈaɾ
19979,des·mur·char,verbo,dez.muɾ.ʃˈaɾ
19980,des·na·ci·o·nal,adjetivo,dez.na.si.o.nˈaw
19981,des·na·ci·o·na·li·za·ção,nome feminino,dʒiz.na.si.o.na.li.za.sˈə̃w
19982,des·na·ci·o·na·li·za·dor,adjetivo,dez.na.si.o.na.li.za.dˈoɾ
19983,des·na·ci·o·na·li·za·dor,nome masculino,dez.na.si.o.na.li.za.dˈoɾ
19984,des·na·ci·o·na·li·zar,verbo,dʒiz.na.si.o.na.li.zˈa
19985,des·na·sa·lar,verbo,dez.na.za.lˈaɾ
19986,des·na·ta·ção,nome feminino,dʒiz.na.ta.sˈə̃w
19987,des·na·ta·do,adjetivo,dʒiz.na.tˈa.dʊ
19988,des·na·tar,verbo,dʒiz.na.tˈa
19989,des·na·tu·ra·ção,nome feminino,dʒiz.na.tu.ɾa.sˈə̃w
19990,des·na·tu·ra·da,nome feminino,dʒiz.na.tu.ɾˈa.də
19991,des·na·tu·ra·do,adjetivo,dʒiz.na.tu.ɾˈa.dʊ
19992,des·na·tu·ra·do,nome masculino,dʒiz.na.tu.ɾˈa.dʊ
19993,des·na·tu·ral,adjetivo,dez.na.tu.ɾˈaw
19994,des·na·tu·ra·li·da·de,nome feminino,dez.na.tu.ɾa.li.dˈa.dʒi
19995,des·na·tu·ra·lis·mo,nome masculino,dez.na.tu.ɾa.lˈiz.mʊ
19996,des·na·tu·ra·li·za·ção,nome feminino,dez.na.tu.ɾa.li.za.sˈə̃w
19997,des·na·tu·ra·li·zar,verbo,dez.na.tu.ɾa.li.zˈaɾ
19998,des·na·tu·rar,verbo,dʒiz.na.tu.ɾˈa
19999,des·na·ve·gá·vel,adjetivo,dez.na.ve.gˈa.vew
20000,des·ne·ces·sa·ri·a·men·te,advérbio,dʒiz.ne.se.sa.ɾja.mˈẽj.tʃi
20001,des·ne·ces·sá·ri·o,adjetivo,dʒiz.ne.se.sˈa.ɾjʊ
20002,des·ne·ces·si·da·de,nome feminino,dʒiz.ne.se.si.dˈa.dʒi
20003,des·ne·ces·si·tar,verbo,dez.ne.se.si.tˈaɾ
20004,des·ne·gar,verbo,dez.ne.gˈaɾ
20005,des·ne·go·ci·ar,verbo,dez.ne.go.sjˈaɾ
20006,des·ne·va·da,nome feminino,dez.ne.vˈa.də
20007,des·ne·va·do,adjetivo,dez.ne.vˈa.dʊ
20008,des·ne·var,verbo,dez.ne.vˈaɾ
20009,des·ni·nhar,verbo,dez.ni.ɲˈaɾ
20010,des·ni·que·lar,verbo,dez.ni.ke.lˈaɾ
20011,des·ní·vel,nome masculino,dʒiz.nˈi.vew
20012,des·ni·ve·la·do,adjetivo,dʒiz.ni.ve.lˈa.dʊ
20013,des·ni·ve·la·men·to,nome masculino,dʒiz.ni.ve.la.mˈẽj.tʊ
20014,des·ni·ve·lar,verbo,dʒiz.ni.ve.lˈa
20015,des·no·bre,adjetivo,dez.nˈɔ.bɾi
20016,des·no·do·so,adjetivo,dez.no.dˈo.zʊ
20017,des·noi·var,verbo,dez.noj.vˈaɾ
20018,des·nor·te,nome masculino,dʒiz.nˈɔɾ.tʃi
20019,des·nor·te·a·da,nome feminino,dʒiz.noɾ.tʃi.ˈa.də
20020,des·nor·te·a·da·men·te,advérbio,dʒiz.noɾ.tʃi.a.da.mˈẽj.tʃi
20021,des·nor·te·a·do,adjetivo,dʒiz.noɾ.tʃi.ˈa.dʊ
20022,des·nor·te·a·do,nome masculino,dʒiz.noɾ.tʃi.ˈa.dʊ
20023,des·nor·te·a·dor,adjetivo,dez.noɾ.tʃi.a.dˈoɾ
20024,des·nor·te·a·dor,nome masculino,dez.noɾ.tʃi.a.dˈoɾ
20025,des·nor·te·a·men·to,nome masculino,dʒiz.noɾ.tʃi.a.mˈẽj.tʊ
20026,des·nor·te·ar,verbo,dʒiz.noɾ.tʃi.ˈa
20027,des·no·tar,verbo,dez.no.tˈaɾ
20028,des·no·ve·lar,verbo,dez.no.ve.lˈaɾ
20029,des·nu·bla·do,adjetivo,dez.nu.blˈa.dʊ
20030,des·nu·blar,verbo,dez.nu.blˈaɾ
20031,des·nu·cle·a·ri·za·ção,nome feminino,dʒiz.nu.kli.a.ɾi.za.sˈə̃w
20032,des·nu·cle·a·ri·zar,verbo,dʒiz.nu.kli.a.ɾi.zˈa
20033,des·nu·da·men·to,nome masculino,dʒiz.nu.da.mˈẽj.tʊ
20034,des·nu·dar,verbo,dʒiz.nu.dˈa
20035,des·nu·dez,nome feminino,dez.nu.dˈes
20036,des·nu·do,adjetivo,dʒiz.nˈu.dʊ
20037,des·nu·tri·ção,nome feminino,dʒiz.nu.tɾi.sˈə̃w
20038,des·nu·tri·do,adjetivo,dʒiz.nu.tɾˈi.dʊ
20039,des·nu·tri·en·te,adjetivo,dez.nu.tɾi.ˈẽj.tʃi
20040,des·nu·trir,verbo,dʒiz.nu.tɾˈi
20041,des·nu·tri·ti·vo,adjetivo,dez.nu.tɾi.tʃˈi.vʊ
20042,de·so·be·de·cer,verbo,de.zo.be.de.sˈe
20043,de·so·be·di·ên·ci·a,nome feminino,de.zo.be.dʒi.ˈẽj.sjə
20044,de·so·be·di·en·te,adjetivo,de.zo.be.dʒi.ˈẽj.tʃi
20045,de·so·be·di·en·te,nome masculino,de.zo.be.dʒi.ˈẽj.tʃi
20046,de·so·be·di·en·te,nome feminino,de.zo.be.dʒi.ˈẽj.tʃi
20047,de·so·bra,nome feminino,de.zˈɔ.bɾə
20048,de·so·bri·ga,nome feminino,de.zo.bɾˈi.gə
20049,de·so·bri·ga·ção,nome feminino,de.zo.bɾi.ga.sˈə̃w
20050,de·so·bri·gar,verbo,de.zo.bɾi.gˈa
20051,de·so·bri·ga·tó·ri·o,adjetivo,de.zo.bɾi.ga.tˈɔ.ɾjʊ
20052,de·sobs·cu·re·cer,verbo,de.zobs.ku.ɾe.sˈeɾ
20053,de·sob·se·qui·o·so,adjetivo,de.zo.bi.ze.ki.ˈo.zʊ
20054,de·sobs·ti·na·do,adjetivo,de.zobs.tʃi.nˈa.dʊ
20055,de·sobs·tru·ção,nome feminino,de.zobs.tɾu.sˈə̃w
20056,de·sobs·tru·ir,verbo,de.zobs.tɾwˈi
20057,de·sobs·tru·ti·vo,adjetivo,de.zobs.tɾu.tʃˈi.vʊ
20058,de·so·ca·si·o·na·do,adjetivo,de.zo.ka.zi.o.nˈa.dʊ
20059,de·so·cu·pa·ção,nome feminino,de.zo.ku.pa.sˈə̃w
20060,de·so·cu·pa·do,adjetivo,de.zo.ku.pˈa.dʊ
20061,de·so·cu·par,verbo,de.zo.ku.pˈa
20062,de·so·do·ran·te,adjetivo,de.zo.do.ɾˈə̃.tʃi
20063,de·so·do·ri·za·ção,nome feminino,de.zɔ.do.ɾi.za.sˈə̃w
20064,de·so·do·ri·zan·te,nome masculino,de.zo.do.ɾi.zˈə̃.tʃi
20065,de·so·do·ri·zan·te,adjetivo,de.zo.do.ɾi.zˈə̃.tʃi
20066,de·so·fi·ci·a·li·za·ção,nome feminino,de.zo.fi.sja.li.za.sˈə̃w
20067,de·so·fi·ci·a·li·zar,verbo,de.zo.fi.sja.li.zˈaɾ
20068,de·so·fus·car,verbo,de.zo.fus.kˈaɾ
20069,de·so·la·ção,nome feminino,de.zo.la.sˈə̃w
20070,de·so·la·da·men·te,advérbio,de.zo.la.da.mˈẽj.tʃi
20071,de·so·la·do,adjetivo,de.zo.lˈa.dʊ
20072,de·so·la·dor,adjetivo,de.zo.la.dˈoɾ
20073,de·so·la·dor,nome masculino,de.zo.la.dˈoɾ
20074,de·so·la·do·ra·men·te,advérbio,de.zo.la.do.ɾa.mˈẽj.tʃi
20075,de·so·lar,verbo,de.zo.lˈa
20076,de·so·lha,nome feminino,de.zˈo.ʎə
20077,de·so·lha·do,adjetivo,de.zɔ.ʎˈa.dʊ
20078,de·so·lhar,verbo,de.zɔ.ʎˈa
20079,de·so·ne·ra·ção,nome feminino,de.zo.ne.ɾa.sˈə̃w
20080,de·so·ne·rar,verbo,de.zo.ne.ɾˈa
20081,de·so·nes·ta,nome feminino,de.zo.nˈɛs.tə
20082,de·so·nes·ta·men·te,advérbio,de.zo.nɛs.ta.mˈẽj.tʃi
20083,de·so·nes·tar,verbo,de.zo.nes.tˈa
20084,de·so·nes·ti·da·de,nome feminino,de.zo.nes.tʃi.dˈa.dʒi
20085,de·so·nes·to,adjetivo,de.zo.nˈɛs.tʊ
20086,de·so·nes·to,nome masculino,de.zo.nˈɛs.tʊ
20087,de·son·ra,nome feminino,de.zˈõ.hə
20088,de·son·ra·do,adjetivo,de.zõ.hˈa.dʊ
20089,de·son·rar,verbo,de.zõ.hˈa
20090,de·son·ro·sa·men·te,advérbio,de.zõ.hɔ.za.mˈẽj.tʃi
20091,de·son·ro·so,adjetivo,de.zõ.hˈo.zʊ
20092,de·so·pi·lan·te,adjetivo,de.zɔ.pi.lˈə̃.tʃi
20093,de·so·pi·lar,verbo,de.zo.pi.lˈa
20094,de·so·por·tu·no,adjetivo,de.zo.poɾ.tˈu.nʊ
20095,de·so·pres·são,nome feminino,de.zo.pɾe.sˈə̃w
20096,de·so·pres·sor,adjetivo,de.zo.pɾe.sˈoɾ
20097,de·so·pres·sor,nome masculino,de.zo.pɾe.sˈoɾ
20098,de·so·pri·mir,verbo,de.zo.pɾi.mˈiɾ
20099,de·so·ras,nome feminino,de.zˈɔ.ɾəs
20100,de·sor·bi·tar,verbo,de.zoɾ.bi.tˈaɾ
20101,de·sor·ça·men·ta·ção,nome feminino,de.zɔɾ.sa.mẽ.ta.sˈə̃w
20102,de·sor·dei·ra,nome feminino,de.zoɾ.dˈej.ɾə
20103,de·sor·dei·ro,adjetivo,de.zoɾ.dˈej.ɾʊ
20104,de·sor·dei·ro,nome masculino,de.zoɾ.dˈej.ɾʊ
20105,de·sor·dem,nome feminino,de.zˈoɾ.deɲ
20106,de·sor·de·na·ção,nome feminino,de.zoɾ.de.na.sˈə̃w
20107,de·sor·de·na·da·men·te,advérbio,de.zoɾ.de.na.da.mˈẽj.tʃi
20108,de·sor·de·na·do,adjetivo,de.zoɾ.de.nˈa.dʊ
20109,de·sor·de·na·dor,adjetivo,de.zoɾ.de.na.dˈoɾ
20110,de·sor·de·na·dor,nome masculino,de.zoɾ.de.na.dˈoɾ
20111,de·sor·de·na·men·to,nome masculino,de.zoɾ.de.na.mˈẽj.tʊ
20112,de·sor·de·nar,verbo,de.zoɾ.de.nˈa
20113,de·so·re·lhar,verbo,de.zo.ɾe.ʎˈaɾ
20114,de·sor·ga·ni·za·ção,nome feminino,de.zoɾ.ga.ni.za.sˈə̃w
20115,de·sor·ga·ni·za·da·men·te,advérbio,de.zoɾ.ga.ni.za.da.mˈẽj.tʃi
20116,de·sor·ga·ni·za·do,adjetivo,de.zoɾ.ga.ni.zˈa.dʊ
20117,de·sor·ga·ni·za·dor,adjetivo,de.zoɾ.ga.ni.za.dˈoɾ
20118,de·sor·ga·ni·za·dor,nome masculino,de.zoɾ.ga.ni.za.dˈoɾ
20119,de·sor·ga·ni·zar,verbo,de.zoɾ.ga.ni.zˈa
20120,de·so·ri·en·ta·ção,nome feminino,de.zo.ɾi.ẽ.ta.sˈə̃w
20121,de·so·ri·en·ta·da,nome feminino,de.zo.ɾi.ẽ.tˈa.də
20122,de·so·ri·en·ta·da·men·te,advérbio,de.zo.ɾi.ẽ.ta.da.mˈẽj.tʃi
20123,de·so·ri·en·ta·do,adjetivo,de.zo.ɾi.ẽ.tˈa.dʊ
20124,de·so·ri·en·ta·do,nome masculino,de.zo.ɾi.ẽ.tˈa.dʊ
20125,de·so·ri·en·ta·dor,adjetivo,de.zo.ɾi.ẽ.ta.dˈoɾ
20126,de·so·ri·en·ta·dor,nome masculino,de.zo.ɾi.ẽ.ta.dˈoɾ
20127,de·so·ri·en·tar,verbo,de.zo.ɾi.ẽ.tˈa
20128,de·sor·na·do,adjetivo,de.zor.nˈa.dʊ
20129,de·sor·na·men·tar,verbo,de.zor.na.mẽ.tˈaɾ
20130,de·sor·nar,verbo,de.zor.nˈaɾ
20131,de·sor·va·lha·do,adjetivo,de.zoɾ.va.ʎˈa.dʊ
20132,de·sos·sa·do,adjetivo,de.zo.sˈa.dʊ
20133,de·sos·sa·men·to,nome masculino,de.zo.sa.mˈẽj.tʊ
20134,de·sos·sar,verbo,de.zo.sˈa
20135,de·sos·si·fi·ca·ção,nome feminino,de.zo.si.fi.ka.sˈə̃w
20136,de·so·va,nome feminino,de.zˈɔ.və
20137,de·so·var,verbo,de.zo.vˈa
20138,de·so·xi·da·ção,nome feminino,de.zo.ki.si.da.sˈə̃w
20139,de·so·xi·dan·te,nome masculino,de.zo.ki.si.dˈə̃.tʃi
20140,de·so·xi·dan·te,adjetivo,de.zo.ki.si.dˈə̃.tʃi
20141,de·so·xi·dar,verbo,de.zo.ki.si.dˈaɾ
20142,de·so·xi·ge·na·ção,nome feminino,de.zo.ki.si.ʒe.na.sˈə̃w
20143,de·so·xi·ge·nar,verbo,de.zo.ki.si.ʒe.nˈaɾ
20144,de·so·xir·ri·bo·nu·clei·co,adjetivo,dɛ.zɔ.ki.si.xi.bɔ.nu.klˈej.kʊ
20145,des·pa·cha·da·men·te,advérbio,dʒis.pa.ʃa.da.mˈẽj.tʃi
20146,des·pa·cha·do,adjetivo,dʒis.pa.ʃˈa.dʊ
20147,des·pa·chan·te,nome masculino,dʒis.pa.ʃˈə̃.tʃi
20148,des·pa·chan·te,nome feminino,dʒis.pa.ʃˈə̃.tʃi
20149,des·pa·char,verbo,dʒis.pa.ʃˈa
20150,des·pa·cho,nome masculino,dʒis.pˈa.ʃʊ
20151,des·pa·ci·ên·ci·a,nome feminino,des.pa.si.ˈẽj.sjə
20152,des·pa·drar,verbo,des.pa.dɾˈaɾ
20153,des·pa·lha,nome feminino,des.pˈa.ʎə
20154,des·pa·lhar,verbo,des.pa.ʎˈaɾ
20155,des·pa·lhe·tar,verbo,des.pa.ʎe.tˈaɾ
20156,des·pal·mar,verbo,des.paw.mˈaɾ
20157,des·pal·mi·lhar,verbo,des.paw.mi.ʎˈaɾ
20158,des·pam·pa,nome feminino,des.pˈə̃.pə
20159,des·pan·da,nome masculino,des.pˈə̃.də
20160,des·pa·par,verbo,des.pa.pˈaɾ
20161,des·pa·ra·fi·nar,verbo,des.pa.ɾa.fi.nˈaɾ
20162,des·pa·ra·fu·sar,verbo,des.pa.ɾa.fu.zˈaɾ
20163,des·pa·ra·men·tar,verbo,dʒis.pa.ɾa.mẽ.tˈa
20164,des·pa·ra·si·tar,verbo,dʒis.pa.ɾa.zi.tˈa
20165,des·pa·re·cer,verbo,dʒis.pa.ɾe.sˈe
20166,des·par·ra,nome feminino,des.pˈa.xə
20167,des·par·rar,verbo,des.pa.xˈaɾ
20168,des·par·ti·da·ri·za·ção,nome feminino,dʒis.paɾ.tʃi.da.ɾi.za.sˈə̃w
20169,des·par·ti·da·ri·zar,verbo,dʒis.paɾ.tʃi.da.ɾi.zˈa
20170,des·pas·sar,verbo,des.pa.sˈaɾ
20171,des·pas·sa·ra·da,nome feminino,dʒis.pa.sa.ɾˈa.də
20172,des·pas·sa·ra·do,adjetivo,dʒis.pa.sa.ɾˈa.dʊ
20173,des·pas·sa·ra·do,nome masculino,dʒis.pa.sa.ɾˈa.dʊ
20174,des·pas·se,nome masculino,des.pˈa.si
20175,des·pa·tri·o·ta,adjetivo,des.pa.tɾi.ˈɔ.tə
20176,des·pa·tri·o·ta,nome masculino,des.pa.tɾi.ˈɔ.tə
20177,des·pa·tri·o·ta,nome feminino,des.pa.tɾi.ˈɔ.tə
20178,des·pa·tri·ó·ti·co,adjetivo,des.pa.tɾi.ˈɔ.tʃi.kʊ
20179,des·pa·tri·o·tis·mo,nome masculino,des.pa.tɾi.o.tʃˈiz.mʊ
20180,des·pau·té·ri·o,nome masculino,dʒis.paw.tˈɛ.ɾjʊ
20181,des·pa·vi·men·tar,verbo,des.pa.vi.mẽ.tˈaɾ
20182,des·pe·ar,verbo,des.pi.ˈaɾ
20183,des·pe·da·çar,verbo,dʒis.pe.da.sˈa
20184,des·pe·di·da,nome feminino,dʒis.pe.dʒˈi.də
20185,des·pe·di·do,adjetivo,dʒis.pe.dʒˈi.dʊ
20186,des·pe·di·men·to,nome masculino,dʒis.pe.dʒi.mˈẽj.tʊ
20187,des·pe·dir,verbo,dʒis.pe.dʒˈi
20188,des·pe·dra·do,adjetivo,des.pe.dɾˈa.dʊ
20189,des·pe·drar,verbo,des.pe.dɾˈaɾ
20190,des·pe·gar,verbo,dʒis.pe.gˈa
20191,des·pe·go,nome masculino,des.pˈɛ.gʊ
20192,des·pei·ta·da,nome feminino,dʒis.pej.tˈa.də
20193,des·pei·ta·do,adjetivo,dʒis.pej.tˈa.dʊ
20194,des·pei·ta·do,nome masculino,dʒis.pej.tˈa.dʊ
20195,des·pei·tar,verbo,dʒis.pej.tˈa
20196,des·pei·to,nome masculino,dʒis.pˈej.tʊ
20197,des·pe·ja·da·men·te,advérbio,dʒis.pe.ʒa.da.mˈẽj.tʃi
20198,des·pe·ja·do,adjetivo,dʒis.pe.ʒˈa.dʊ
20199,des·pe·jar,verbo,dʒis.pe.ʒˈa
20200,des·pe·jo,nome masculino,dʒis.pˈe.ʒʊ
20201,des·pe·la,nome feminino,des.pˈɛ.lə
20202,des·pe·lar,verbo,dʒis.pe.lˈa
20203,des·pe·na·do,adjetivo,des.pe.nˈa.dʊ
20204,des·pe·na·li·za·ção,nome feminino,dʒis.pe.na.li.za.sˈə̃w
20205,des·pe·na·li·zar,verbo,dʒis.pe.na.li.zˈa
20206,des·pe·nar,verbo,des.pe.nˈaɾ
20207,des·pen·der,verbo,dʒis.pẽ.dˈe
20208,des·pen·du·rar,verbo,des.pẽ.du.ɾˈaɾ
20209,des·pe·nha·dei·ro,nome masculino,dʒis.pe.ɲa.dˈej.ɾʊ
20210,des·pe·nha·men·to,nome masculino,dʒis.pe.ɲa.mˈẽj.tʊ
20211,des·pe·nhar,verbo,dʒis.pe.ɲˈa
20212,des·pe·nho,nome masculino,dʒis.pˈe.ɲʊ
20213,des·pe·ni·ten·ci·ar,verbo,des.pe.ni.tẽ.sjˈaɾ
20214,des·pen·sa,nome feminino,dʒis.pˈẽj.sə
20215,des·pen·sei·ro,nome masculino,dʒis.pẽ.sˈej.ɾʊ
20216,des·pen·te·a·do,adjetivo,dʒis.pẽ.tʃi.ˈa.dʊ
20217,des·pen·te·ar,verbo,dʒis.pẽ.tʃi.ˈa
20218,des·per·ce·ber,verbo,dʒis.peɾ.se.bˈe
20219,des·per·ce·bi·da·men·te,advérbio,dʒis.peɾ.se.bi.da.mˈẽj.tʃi
20220,des·per·ce·bi·do,adjetivo,dʒis.peɾ.se.bˈi.dʊ
20221,des·per·di·ça·da,nome feminino,dʒis.peɾ.dʒi.sˈa.də
20222,des·per·di·ça·da·men·te,advérbio,dʒis.peɾ.dʒi.sa.da.mˈẽj.tʃi
20223,des·per·di·ça·do,adjetivo,dʒis.peɾ.dʒi.sˈa.dʊ
20224,des·per·di·ça·do,nome masculino,dʒis.peɾ.dʒi.sˈa.dʊ
20225,des·per·di·çar,verbo,dʒis.peɾ.dʒi.sˈa
20226,des·per·dí·ci·o,nome masculino,dʒis.peɾ.dʒˈi.sjʊ
20227,des·pe·re·cer,verbo,des.pe.ɾe.sˈeɾ
20228,des·pe·re·ci·men·to,nome masculino,des.pe.ɾe.si.mˈẽj.tʊ
20229,des·per·fi·lar,verbo,des.peɾ.fi.lˈaɾ
20230,des·per·so·na·li·za·ção,nome feminino,dʒis.peɾ.so.na.li.za.sˈə̃w
20231,des·per·so·na·li·zar,verbo,dʒis.peɾ.so.na.li.zˈa
20232,des·per·su·a·di·do,adjetivo,des.peɾ.swa.dʒˈi.dʊ
20233,des·per·su·a·dir,verbo,des.peɾ.swa.dʒˈiɾ
20234,des·per·su·a·são,nome feminino,des.peɾ.swa.zˈə̃w
20235,des·per·ta·dor,nome masculino,dʒis.peɾ.ta.dˈoɾ
20236,des·per·ta·dor,adjetivo,dʒis.peɾ.ta.dˈoɾ
20237,des·per·tar,verbo,dʒis.peɾ.tˈa
20238,des·per·tar,nome masculino,dʒis.peɾ.tˈaɾ
20239,des·per·to,adjetivo,dʒis.pˈɛɾ.tʊ
20240,des·pe·sa,nome feminino,dʒis.pˈe.zə
20241,des·pe·são,nome masculino,dʒis.pe.zˈə̃w
20242,des·pes·car,verbo,des.pes.kˈaɾ
20243,des·pe·sis·mo,nome masculino,dʒis.pe.zˈiz.mʊ
20244,des·pe·sis·ta,adjetivo,dʒis.pe.zˈis.tə
20245,des·pi·ca·do,adjetivo,des.pi.kˈa.dʊ
20246,des·pi·ca·dor,adjetivo,des.pi.ka.dˈoɾ
20247,des·pi·ca·dor,nome masculino,des.pi.ka.dˈoɾ
20248,des·pi·car,verbo,dʒis.pi.kˈa
20249,des·pi·ci·en·do,adjetivo,dʒis.pi.si.ˈẽj.dʊ
20250,des·pi·ci·en·te,adjetivo,dʒis.pi.si.ˈẽj.tʃi
20251,des·pi·ci·en·te·men·te,advérbio,dʒis.pi.si.ẽ.te.mˈẽj.tʃi
20252,des·pi·do,adjetivo,dʒis.pˈi.dʊ
20253,des·pi·e·da·de,nome feminino,des.pi.e.dˈa.dʒi
20254,des·pi·e·do·so,adjetivo,des.pi.e.dˈo.zʊ
20255,des·pig·men·ta·ção,nome feminino,dʒis.pi.gi.mẽ.ta.sˈə̃w
20256,des·pig·men·ta·do,adjetivo,des.pi.gi.mẽ.tˈa.dʊ
20257,des·pig·men·tar,verbo,des.pi.gi.mẽ.tˈaɾ
20258,des·pi·men·to,nome masculino,des.pi.mˈẽj.tʊ
20259,des·pin·ça,nome feminino,des.pˈĩ.sə
20260,des·pin·çar,verbo,des.pĩ.sˈaɾ
20261,des·pin·tar,verbo,des.pĩ.tˈaɾ
20262,des·pi·que,nome masculino,dʒis.pˈi.ki
20263,des·pir,verbo,dʒis.pˈi
20264,des·pis·ta·da,nome feminino,dʒis.pis.tˈa.də
20265,des·pis·ta·do,adjetivo,dʒis.pis.tˈa.dʊ
20266,des·pis·ta·do,nome masculino,dʒis.pis.tˈa.dʊ
20267,des·pis·ta·gem,nome feminino,dʒis.pis.tˈa.ʒeɲ
20268,des·pis·tar,verbo,dʒis.pis.tˈa
20269,des·pis·te,nome masculino,dʒis.pˈis.tʃi
20270,des·plan·tar,verbo,dʒis.plə̃.tˈa
20271,des·plan·te,nome masculino,dʒis.plˈə̃.tʃi
20272,des·po·é·ti·co,adjetivo,des.pwˈɛ.tʃi.kʊ
20273,des·po·e·ti·za·ção,nome feminino,des.po.e.tʃi.za.sˈə̃w
20274,des·po·e·ti·zar,verbo,des.po.e.tʃi.zˈaɾ
20275,des·pois,advérbio,des.pˈojs
20276,des·po·ja·da·men·te,advérbio,dʒis.po.ʒa.da.mˈẽj.tʃi
20277,des·po·ja·do,adjetivo,dʒis.po.ʒˈa.dʊ
20278,des·po·ja·men·to,nome masculino,dʒis.po.ʒa.mˈẽj.tʊ
20279,des·po·jar,verbo,dʒis.po.ʒˈa
20280,des·po·jo,nome masculino,dʒis.pˈo.ʒʊ
20281,des·po·la·ri·za·ção,nome feminino,des.po.la.ɾi.za.sˈə̃w
20282,des·po·la·ri·za·dor,adjetivo,des.po.la.ɾi.za.dˈoɾ
20283,des·po·la·ri·za·dor,nome masculino,des.po.la.ɾi.za.dˈoɾ
20284,des·po·la·ri·zar,verbo,des.po.la.ɾi.zˈaɾ
20285,des·po·le·tar,verbo,dʒis.po.le.tˈa
20286,des·po·li·dez,nome feminino,des.po.li.dˈes
20287,des·po·li·men·to,nome masculino,des.po.li.mˈẽj.tʊ
20288,des·po·li·me·ri·za·ção,nome feminino,des.po.li.me.ɾi.za.sˈə̃w
20289,des·po·lir,verbo,des.po.lˈiɾ
20290,des·po·li·ti·za·ção,nome feminino,dʒis.po.li.tʃi.za.sˈə̃w
20291,des·po·li·ti·zar,verbo,dʒis.po.li.tʃi.zˈa
20292,des·pol·pa,nome feminino,des.pˈow.pə
20293,des·po·lu·i·ção,nome feminino,dʒis.po.lwi.sˈə̃w
20294,des·po·lu·í·do,adjetivo,dʒis.po.lwˈi.dʊ
20295,des·po·lu·ir,verbo,dʒis.po.lwˈi
20296,des·pon·de·rar,verbo,des.põ.de.ɾˈaɾ
20297,des·pon·ta,nome feminino,des.pˈõ.tə
20298,des·pon·tar,verbo,dʒis.põ.tˈa
20299,des·pon·te,nome masculino,dʒis.pˈõ.tʃi
20300,des·pon·tu·al,adjetivo,des.põ.twˈaw
20301,des·pon·tu·a·li·da·de,nome feminino,des.põ.twa.li.dˈa.dʒi
20302,des·pon·tu·ar,verbo,des.põ.twˈaɾ
20303,des·po·pu·la·ri·za·ção,nome feminino,des.po.pu.la.ɾi.za.sˈə̃w
20304,des·po·pu·la·ri·zar,verbo,des.po.pu.la.ɾi.zˈaɾ
20305,des·por,verbo,dʒis.pˈo
20306,des·por·te,nome masculino,dʒis.pˈoɾ.tʃi
20307,des·por·tis·ta,adjetivo,dʒis.poɾ.tʃˈis.tə
20308,des·por·tis·ta,nome masculino,dʒis.poɾ.tʃˈis.tə
20309,des·por·tis·ta,nome feminino,dʒis.poɾ.tʃˈis.tə
20310,des·por·ti·va·men·te,advérbio,dʒis.poɾ.tʃi.va.mˈẽj.tʃi
20311,des·por·ti·vis·mo,nome masculino,dʒis.poɾ.tʃi.vˈiz.mʊ
20312,des·por·ti·vo,adjetivo,dʒis.poɾ.tʃˈi.vʊ
20313,des·por·ti·vo,nome masculino,dʒis.poɾ.tʃˈi.vʊ
20314,des·por·to,nome masculino,dʒis.pˈoɾ.tʊ
20315,des·por·to-rei,nome masculino,dʒis.pˌoɾ.tʊ.xˈej
20316,des·por·tu·guês,adjetivo,des.poɾ.tu.gˈes
20317,des·por·tu·gue·sar,verbo,des.poɾ.tu.ge.zˈaɾ
20318,des·pós,preposição,des.pˈɔs
20319,des·po·sar,verbo,dʒis.po.zˈa
20320,des·pos·ses·são,nome feminino,dʒis.po.se.sˈə̃w
20321,des·pos·ses·so,adjetivo,des.po.sˈɛ.sʊ
20322,des·pos·su·ir,verbo,dʒis.po.swˈi
20323,dés·po·ta,adjetivo,dˈɛs.po.tə
20324,dés·po·ta,nome masculino,dˈɛs.po.tə ou dˈɛs.po.tə
20325,des·po·ti·ca·men·te,advérbio,dʒis.pɔ.tʃi.ka.mˈẽj.tʃi
20326,des·pó·ti·co,adjetivo,dʒis.pˈɔ.tʃi.kʊ
20327,des·po·tis·mo,nome masculino,dʒis.po.tʃˈiz.mʊ
20328,des·po·vo·a·ção,nome feminino,des.po.vo.a.sˈə̃w
20329,des·po·vo·a·do,nome masculino,dʒis.po.vo.ˈa.dʊ
20330,des·po·vo·a·do,adjetivo,dʒis.po.vo.ˈa.dʊ
20331,des·po·vo·a·dor,adjetivo,des.po.vo.a.dˈoɾ
20332,des·po·vo·a·dor,nome masculino,des.po.vo.a.dˈoɾ
20333,des·po·vo·a·men·to,nome masculino,dʒis.po.vo.a.mˈẽj.tʊ
20334,des·po·vo·ar,verbo,dʒis.po.vo.ˈa
20335,des·pra·te·ar,verbo,des.pɾa.tʃi.ˈaɾ
20336,des·pra·zer,verbo,dʒis.pɾa.zˈe
20337,des·pra·zer,nome masculino,dʒis.pɾa.zˈeɾ
20338,des·pre·ca·ta·do,adjetivo,des.pɾe.ka.tˈa.dʊ
20339,des·pre·ca·tar,verbo,des.pɾe.ka.tˈaɾ
20340,des·pre·cau·ção,nome feminino,des.pɾe.kaw.sˈə̃w
20341,des·pre·ca·ver,verbo,des.pɾe.ka.vˈeɾ
